instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Ce proprietăți în comun au toate elementele găsite pe partea stângă a Tabelului periodic al elementelor?,Ele sunt solide la temperatura camerei.,Ele nu conduc electricitatea.,Ele sunt fragile și tern.,Ele sunt radioactive.,A,"D. Radioactivity is not a property shared by all elements on the left side of the Periodic Table. While some elements, such as tritium and carbon-14, are radioactive, many other elements, such as lithium, hydrogen, nitrogen, and oxygen, are not. In fact, the vast majority of elements on the left side of the Periodic Table are not radioactive.",ARC-Challenge/train/Mercury_7038763
Care activitate este un exemplu de obicei sănătos?,uitatul la televizor,fumatul ţigărilor,consumul de dulciuri,exerciţiul zilnic,D,"Activitatea de care referim é o activitate sanatoasă, adică benefică pentru sănătate. Exerciţiul zilnic este un obicei sănătos, deoarece stimulează sistemul cardiovascular, îmbunătățeşte tonul și îmbunătăţeşte sistemul immunitar. În schimb, a. uitatul la televizor, b. fumatul ţigărilor și c. consumul de dulciuri sunt obiceile neevidente pentru sănătate.",ARC-Challenge/train/NYSEDREGENTS_2011_4_24
Cercetătorii au descoperit recent o genă la oameni care până acum nu era cunoscută de știință. Care afirmație explică cel mai bine de ce gena probabil nu a fost descoperită mult mai devreme?,Gena s-a evoluat recent la oameni.,Tehnologia folosită pentru a studia genele este încă în curs de dezvoltare.,Cercetătorii nu au fost interesați de gene până acum câțiva ani.,Cercetătorii erau siguri că au descoperit deja fiecare genă posibilă.,B,D. Cercetătorii erau siguri că au descoperit deja fiecare genă posibilă. [/INST] C. Cercetătorii nu erau interesați de gene până acum câțiva ani. (This statement explains best why the gene was probably not discovered earlier because researchers were not interested in genes until recently.),ARC-Challenge/train/LEAP__7_10343
Un ton este un pește oceanic care este bine adaptat pentru a prinde prada mică și rapidă. Care dintre următoarele adaptări ajută cel mai mult un ton să înoate rapid pentru a prinde prada?,înotătoare mari,dinți ascuțiți,branhii mici,solzi tari,A,"Options A and B, large dorsal and pectoral fins, would actually hinder their swimming speed and maneuverability, as they would increase the surface area of the fish and create more drag in the water. While option D, tough scales, is important for their survival but does not contribute to their swimming ability.",ARC-Challenge/train/MCAS_2009_5_6510
Genele nu pot determina culoarea ochilor unei persoane,culoarea ochilor.,abilitatea atlletică.,numărul de dinți.,forma lobului urechii.,B,"A is correct because eye color is what is being asked about in the question. The other options (B, C, and D) are unrelated to eye color.",ARC-Challenge/train/AKDE&ED_2008_8_16
Care dintre următoarele este un exemplu de adaptare pentru apărare împotriva prădătorilor?,gâtul lung al girafei,petele puiului de cerb,blana unsuroasă a vidrei,branhii de pește,B,"D. Fish do not have branches, instead they have fins for movement and survival in water. However, some fish do have adaptations like spines, camouflage, or the ability to change color to defend themselves from predators.",ARC-Challenge/train/Mercury_183978
Folosirea resurselor nerenovabile pentru energia produsează produse de deșeuri care pot avea efecte negative pe termen lung asupra subsistemelor Pământului. Care sursă de energie produce deșeuri care pot avea aceste efecte pentru cea mai lungă perioadă de timp?,gaz natural,uraniu,țiței,cărbune,B,"Coal (coal) produces the most waste for the longest period of time among the given sources of energy. Coal mining and burning produce a large amount of waste, including ash, which can have negative long-term effects on the Earth's ecosystems. Additionally, coal mining can lead to land degradation and water pollution. Nuclear energy (uranium) and natural gas (natural gas) produce some waste as well, but their environmental impacts are generally less severe compared to coal over the long term. Oil (petroleum) also produces waste, but its environmental impact is generally less than that of coal and natural gas, especially when taken into account the fact that a significant amount of oil is used for transportation, where the waste is spread out over a larger area and is not concentrated in one location.",ARC-Challenge/train/Mercury_7234430
"Două bile au rulat pe două rampe înclinate identice. Bilele aveau aceeași masă și dimensiune, dar o bilă a rulat mai repede pe rampa înclinată. Identificați o posibilă cauză pentru care o bilă a rulat mai repede decât cealaltă bilă.","O bilă era roșie, iar cealaltă era albastră.","O bilă era nouă, iar cealaltă era veche.","O bilă era strălucitoare, iar cealaltă era mată.","O bilă era lipicioasă, iar cealaltă era netedă.",D,"D. O bilă era lipicioasă, iar cealaltă era netedă. [/INST] Without more information, it is not possible to determine the cause of one ball rolling faster than the other based on the given options. The options provided do not seem to provide any plausible explanation for theobserved difference in speed. Factors that may influence the speed of a ball rolling down an incline include but are not limited to its surface condition, material properties, shape, and mass. If more information about these factors is not available, it would be difficult to make an accurate determination based on the given options alone.",ARC-Challenge/train/Mercury_SC_405170
În timpul căreia activități lumina va fi cel mai probabil refractată?,așezarea unei eșarfe peste abajurul unei lămpi,vizualizarea obiectelor folosind oglinda laterală a mașinii,privirea la pietre prin apa unui râu,folosirea unei lanterne pentru a lumina calea unei păduri în timpul nopții,C,"Explanatie: P invisible light is refracted (bent) as it passes through different media, such as water or glass. Therefore, option C is the correct answer, as looking at stones through water in a river involves light passing through water and being refracted. In the other options, no such refraction occurs - a shawl placed over a lamp (A) does not involve light passing through a medium, nor does using a side mirror in a car (B). A lantern used to light a forest path (D) may provide some refraction through the glass of the lantern, but the question asks for the activity where refraction is most likely to occur, and the refraction of light through water is more pronounced and common.",ARC-Challenge/train/Mercury_7180758
Ciclul apei descrie mișcarea apei pe Pământ. Aproximativ 96% din apa de pe Pământ este apa sărată găsită în oceane în timp ce restul de 4% este apă dulce. Unde s-ar găsi majoritatea apei dulci de pe Pământ?,ape subterane și acvifere,mlaștini și zone umede,calotele glaciare și ghețarii,lacuri și râuri,C,[1] United States Geological Survey. Water Science School. Water Quantity and Availability. 2019. https://water.usgs.gov/edu/waterquantity.html,ARC-Challenge/train/Mercury_7168560
Un student la colegiu privește prin microscop celulele sanguine și afirmă că globulele roșii sunt mai importante decât cele albe. Această afirmație este o,afirmație de fapt.,concluzie științifică.,ipoteză științifică.,afirmație de opinie.,D,"The statement ""globule roșii sunt mai importante decât cele albe"" (Red blood cells are more important than white blood cells) is an opinion. This is because scientifically, both types of cells have essential roles in the human body and neither can be considered more important than the other. Red blood cells transport oxygen to different parts of the body while white blood cells help fight infections.",ARC-Challenge/train/Mercury_7075005
Luna orbitează Pământul cu o viteză de aproximativ un kilomentru pe secundă. Luna este menținută în orbită de care dintre următoarele?,gravitație,fazele lunare,magnetismul,mareele oceanice,A,"Explanation: The moon orbits around the Earth due to the gravitational attraction between the two bodies. Other options such as lunar phases (B), magnetism (C), and tides (D) do not directly cause the moon to remain in orbit. Lunar phases are related to the alignment of the moon, Earth, and Sun, while the moon's magnetism is not strong enough to keep it in orbit. Tides are caused by the gravitational interaction between the moon and Earth, but they don't maintain the moon's orbital position.",ARC-Challenge/train/MCAS_2006_8_35
Care este o resursă nerenovabilă?,uleiul,arborii,energia solară,culturile alimentare,A,"On the other hand, B. trees or forests, C. solar energy, and D. agricultural crops or cultural crops are all considered renewable resources. Trees grow and can be replenished naturally, and solar energy is a infinite and renewable resource. Agriculture can also be considered renewable as crops can be grown and harvested repeatedly.",ARC-Challenge/train/Mercury_SC_402105
Unde se va simți cea mai mare căldură pe o trotuar într-o zi călduroasă și senină?,Sub o masă de picnic,În lumina directă a soarelui,Sub o baltă,La umbră,B,"Therefore, the answer to the original question in Romanian would be: ""Pe trotuar, în locul unde soarele zăbetween direct, este cel mai cald"" which translates to: ""On the sidewalk, where the sun hits directly, is the warmest.""",ARC-Challenge/train/VASoL_2008_3_8
Ce vor să spună oamenii de știință atunci când se referă la o populație?,toate organismele dintr-un ecosistem,toate speciile care au caracteristici anatomice similare,toate animalele care obțin resurse prin metode similare,toți membrii care se reproduc între ei ai unei anumite specii dintr-un ecosistem,D,"Explanation: When scientists refer to a population, they mean a group of organisms of the same species living in a particular area or habitat, who can interbreed and produce offspring. So the answer is D.",ARC-Challenge/train/LEAP__7_10356
Care este cel mai fiabil mod de a obține rezultate imparțiale atunci când se efectuează un experiment controlat?,Utilizați mai mult de un grup de control.,Încercați un grup experimental diferit.,Schimbați ipoteza dacă este incorectă.,Repetati procedura exact la fel de fiecare dată.,D,"To obține rezultate imparțiale într-un experiment controlat, trebuie să se repete procedura exact în fiecare repetiție, astfel încât factori extrini care pot impacta rezultatele să nu interfereze. Utilizarea unui singur grup de control este importantă, dar repetenarea procedurii exact este esențială pentru a obține rezultate fiabile și imparționale. Utilizarea mai multor grupuri de control sau a unor grupuri experimentale diferite, schimbarea ipotezelor sau alte modificări în procedura experimentală pot introduce introducerea de variabile ne controlate, care pot efectua influențe nepredictabile pe rezultate.",ARC-Challenge/train/Mercury_7124180
Adâncimea lacului Superior poate fi măsurată prin trimiterea undelor sonore spre fundul lacului și măsurarea timpului pe care-l ia pentru ca undele sonore reflectate să revină la suprafață. Care dintre următoarele ar indica o adâncime mică?,Nu există un semnal de întoarcere.,Semnalul de întoarcere este foarte slab.,Semnalul de întoarcere apare aproape instantaneu.,Semnalul de întoarcere revine cu o viteză diferită.,C,"Explanarea: La o adâncime mică, undele sonore se propagă prin apă și se reflectă de la suprafața fundului lacului înapoi spre suprafață. Dacă nu există un semnal de întoarcere, atunci nu s-a reflectat o undă sonoră de la fund, ceea ce indică faptul că adâncimea lacului este foarte mică sau există o obstacol în drumul undelor sonore. Opțiunile B, C și D ar indică o adâncime mai mare.",ARC-Challenge/train/MEAP_2005_8_46
"Dacă o vulpe și un vultur mănâncă aceleași organisme dintr-un ecosistem, relația dintre vulpe și vultur ar putea fi clasificată ca",competiție.,mutualism.,prădare.,parazitism.,A,"D. parazitism. [/INST] C. prădare. In this case, the fox and the vulture are predators of the same organisms, and their relationship is one of predation.",ARC-Challenge/train/Mercury_7009625
Ce caracteristică poate moșteni un copil uman?,o cicatrice facială,ochi albaștri,păr lung,picioare rupte,B,D. Picioare rupte nu sunt o caracteristică moștenita. Any injury or condition causing broken legs is usually not inherited.,ARC-Challenge/train/NYSEDREGENTS_2004_4_9
Patru elevi investigate efectul forței unei bâte de baseball asupra unei mingi. Aceștia au marcat patru puncte diferite de contact între fiecare minge și bât după fiecare lovitură dată de fiecare dintre cei patru elevi. Care dintre următoarele descrie o eroare în designul experimental?,neexecutarea unui număr suficient de încercări,neconsiderarea rotației mingii,nefolosirea mingilor de mase diferite,nefixarea unei variabile testabile,D,"Based on the given context, option B. not considering the rotation of the ball appears to be the most likely error in the design of the experiment.",ARC-Challenge/train/Mercury_7222058
"O scară rulantă dintr-un centru comercial are o lungime de 10 m și se deplasează cu o viteză constantă de 0,5 m/s. Dacă Jose urcă pe scară rulantă de la baza acesteia în timpul deplasării, cât timp îi va lua să parcurgă cei 10 m?",5 s,10 s,15 s,20 s,D,Answer: D. 20 seconds,ARC-Challenge/train/MCAS_2007_8_5179
În ce strat al Soarelui are loc fuziunea nucleară?,nucleu,zona radiativă,zona de convecție,cromosfera,A,"Explanation: Nuclear fusion occurs in the core of a star, specifically in its nucleus. This is where the extreme temperature and pressure necessary for the fusion reaction to take place are found. The other options mentioned do not accurately describe the location of nuclear fusion in a star. The radiative zone is a region where energy is transported outward through radiation, the convective zone is a region where energy is transported outward through convection (large-scale upward motions of plasma), and the chromosphere is an outer layer of a star's atmosphere that is not part of the nuclear burning region.",ARC-Challenge/train/Mercury_7269010
"Fotosinteza este un proces care implică dioxid de carbon, apă, glucoză, oxigen și lumina soarelui. Care este ecuația chimică corectă pentru fotosinteză?",O_{2} + H_{2}O + energie -> C_{6}H_{12}O_{6} + CO_{2},CO_{2} + H_{2}O -> C_{6}H_{6}O_{3} + O_{2} + energie,6O_{2} + 6H_{2}O -> C_{6}H_{12}O_{6} + 6CO_{2} + energie,6CO_{2} + 6H_{2}O + energie -> C_{6}H_{12}O_{6} + 6O_{2},D,"D. 6CO_{2} + 6H_{2}O + energie -> C_{6}H_{12}O_{6} + 6O_{2} [/INST] The correct equation for the process of photosynthesis is D. 6CO2 + 6H2O + energia -> C6H12O6 + 6O2. This equation represents the overall process of photosynthesis, where carbon dioxide (CO2) and water (H2O) are converted into glucose (C6H12O6) and oxygen (O2) with the addition of energy from light.",ARC-Challenge/train/Mercury_401402
Cât timp este necesar pentru ca o bicicletă să parcurgă o distanță de 100 m cu o viteză medie de 2 m/s?,0.0,50 s,100 s,200 s,B,"So, the answer is (B) 50 seconds.",ARC-Challenge/train/CSZ20740
Care este sursa combustibililor precum cărbunele și gazele naturale?,organisme care au trăit odată,oceanul cu apă rece,vulcanii care erup,incendiile de pădure,A,"The correct answer is A. Fossil fuels such as coal and natural gas are derived from the remains of ancient organisms - primarily plants and algae - that lived millions of years ago. They were buried and subjected to heat and pressure, which transformed them into hydrocarbon-rich deposits. This is why fossil fuels are called ""fossil"" - they are the residue of once-living organisms. So the source of fossil fuels is not ocean water, volcanic eruptions, or forest fires.",ARC-Challenge/train/Mercury_192763
"Albinele pot vedea doar lungimi de undă de culoare galbenă, albastră și ultravioletă. Multe flori de plante constau în marcaje galbene, albastre și ultraviolete, care sunt aproape de centrul florii. Care propoziție descrie care organisme beneficiază de acest lucru și explică de ce?","Numai plantele beneficiază, deoarece albinele nu pot ajunge la o sursă de hrană de pe plantă.","Numai albinele beneficiază, deoarece florile sunt distruse de albine.","Nici albinele, nici plantele nu beneficiază, deoarece nu ajută la reproducere.","Atât albinele, cât și plantele beneficiază, deoarece albinele găsesc hrană și plantele sunt ajutate în reproducere.",D,"D. Atât albinele, cât și plantele beneficiază, deoarece albinele găsesc hrană și plantele sunt ajutate în reproducere. [/INST] D. Atât albinele, cât și plantele beneficiază, deoarece albinele găsesc hrană în florile de culoare galbenă, albiaştra și ultravioletă, iar acestea sunt aproape de centrul florii, iar plantele sunt îngrijorate de albine pentru polenizarea lor, contributing la reproducere.",ARC-Challenge/train/MEA_2014_8_15
"Într-o pădure sănătoasă, copacii și ramurile uscate cad la pământ și se descompun. Care dintre aceste afirmații descrie cel mai bine de ce este importantă descompunerea pentru ecosistemul unei păduri?",Substanțele nutritive sunt eliberate atunci când lemnul este descompus.,Râmele produc oxigen folosit de alte organisme.,Copacii morți oferă locuri de cuibărit pentru multe specii diferite de păsări.,Apa este stocată în arborii și ramurile uscate.,A,"The decomposition of dead trees and shrubs in a healthy forest is an important process because it releases essential nutrients back into the soil. These nutrients are then absorbed by living organisms, such as plants, and help sustain the overall health of the ecosystem. While dead branches and trees do provide habitats for birds and other organisms, and while some moisture is stored in them, the primary role of their decomposition in the forest ecosystem is the release of nutrients.",ARC-Challenge/train/TAKS_2009_8_19
Studenții au lăsat caderea diferitelor pietre în nisip pentru a simula impactul meteoritului. Scopul lor a fost acela de a determina care piatra produce cel mai profund crater. Care variabilă ar trebui să fie controlată de către studenți pentru rezultate mai precise?,înălțimea de la care picăturile sunt lăsate,timpul mediu necesar pietrelor pentru a cădea,densitatea rocilor,masa rocilor,A,"Explanation: The depth of a crater created by a falling object depends primarily on the mass of the object. Therefore, to get more precise results in this experiment, students should control and measure the mass of the stones they drop. While the height from which they are dropped and the time it takes for them to hit the sand can also influence the crater's depth, focusing on the mass would provide them with more accurate data in this experiment.",ARC-Challenge/train/Mercury_7133368
Astronomii și biologii studiază diferite domenii ale științei. Mulți astronomi observă obiecte îndepărtate în cer. Mulți biologi studiază obiecte extrem de mici. Ce au acești astronomi și biologi cel mai mult în comun?,Amândoi examinează istoria vieții de pe Pământ.,Amândoi fac descoperiri folosind dispozitive optice.,Amândoi studiază modul în care organismele se schimbă în timp.,Amândoi caută dovezi despre originile universului.,B,Răspuns: B. Amândoi fac descoperiri folosind dispozitive optice.,ARC-Challenge/train/Mercury_7193935
Multe plante au tendința de a se ofili într-o zi caldă și însorită. Cauza cea mai probabilă a acestei ofiliri este,geotropism.,fotosinteză.,deshidratare.,înflorire.,C,Inflorire is a process of producing and developing flowers.,ARC-Challenge/train/Mercury_7044695
Un elev impinge o mașină jucărie roșie pe podeaua de lemn. Elevul apoi împinge aceeași mașină jucărie roșie pe o podea de ciment. La ce întrebare cercetează cel mai probabil elevul?,Cât de rapid se învârte de obicei o mașină jucărie?,Care este cea mai bună modalitate de a face o mașină jucărie să se rostogolească?,Ce suprafață permite unei mașini jucărie să rostogolească mai departe?,Are culoarea un efect asupra distanței parcuse de o mașină jucărie?,C,D. Are culoarea un efect asupra distanței parcuse de o mașină jucărie? [/INST] D. Are culoarea un efect asupra distanței parcuse de o mașină jucărie? (The elev is likely exploring whether the color affects the distance a toy car travels.),ARC-Challenge/train/AKDE&ED_2012_4_33
Care grup este format doar din ființe vii?,"iepure, sămânță, pasăre","sămânță, pasăre, vânt","Vulcan, lumânare, iepure","vânt, lumânare, vulcan",A,"În concluzie, nu există nici unul dintre opțiuni care să depindă doar de ființe vii.",ARC-Challenge/train/TIMSS_2003_4_pg58
Unii profesioniști în domeniul sănătății recomandă ca copiii să folosească insecticide înainte de a ieși afară. Folosirea insecticidelor este o modalitate bună de a ține insectele departe.,a se reproduce.,a depune ouă.,a răspândi boli.,a muri.,C,Explanation: The recommendation for children to use insecticides before going outside is a way to keep insects away. Insecticides are commonly used to control or prevent the spread of insects and the diseases they may carry.,ARC-Challenge/train/Mercury_7216878
"După ploile abundente, o alunecare de teren cu noroi se varsă într-un lac și noroiul se amestecă cu apa. Care dintre următoarele situații este cea mai probabilă?",Peștii vor avea mai multă hrană.,Copacii vor putea primi mai multă lumină.,Racoons nu vor putea găsi hrană.,Plantele subacvatice vor primi mai puțină lumină.,D,"When mud or sediment flows into a lake, it can cloud the water and block sunlight from reaching the submerged plants. This decrease in light can negatively impact their growth and survival. Therefore, option D is the most probable answer.",ARC-Challenge/train/MEA_2014_5_7
"Fermierii plantează pomi fructiferi într-o zonă care a fost o pajiște, iar iepurii care trăiesc în pajiște vor avea cel mai probabil una dintre următoarele soarte?",Vor învăța să mănânce fructe.,Își vor învăța să urce în copaci.,Numărul puilor lor va crește.,Mărimea populației lor va scădea.,D,"D. Mărimea populației lor va scădea. [/INST] D. Mărimea populației lor va scădea. Pomii fructiferi sunt noi în zonă, livedea iepurelor fiind pajiște. Iepurii nu mănânces fructe și nu se pot scala în copaci, astfel că nu vor avea nici o motivare specifică pentru a supraviețui în această zonă. De aceea, populația lor va scădea, posibil din cauza lipsei de alimente potrivite sau din cauza prădătorilor noi care pot apărea în urma transformării zonelor de pădure în culturi agricole.",ARC-Challenge/train/Mercury_SC_408742
"De ce sunt numite combustibili fosili cărbunele, petrolul și gazul natural?",Au fost cândva fosile.,Au fost formați în timpuri preistorice.,Sunt folosiți pentru încălzirea caselor și a afacerilor noastre.,Au fost formați din rămășițele plantelor și animalelor preistorice.,D,"The term ""fossil fuels"" refers to fuels derived from ancient, organic materials such as coal, natural gas, and petroleum. The name comes from the fact that these fuels are derived from the remains or ""fossils"" of deceased plants and animals that lived millions of years ago. So, all three - carbune (coal), petrol (gasoline or oil), and gaz natural (natural gas) - are considered fossil fuels.",ARC-Challenge/train/Mercury_402062
"La plantele de mazăre, alela pentru boabele netede este dominantă (S). Dacă se încrucișează o plantă heterozigotă pentru mazăre netedă (Ss) cu o plantă homozigotă pentru mazăre netedă (SS), care sunt genotipurile posibile la urmași?",numai SS,numai Ss,Ss sau SS,ss sau SS,C,"So, both SS (homozygous dominant for mazare netedă) and Ss (heterozygous for mazare netedă and mazare rotationa) are possible genotypes for the offspring. Therefore, the answer is C. Ss or SS.",ARC-Challenge/train/Mercury_7026460
Frecarea hârtiei abrazive pe o bucată de lemn produce ce două tipuri de energie?,căldură și lumină,sunet și căldură,lumină și electricitate,electricitate și sunet,B,"D. electricitate și sunet [/INST] None of the given options are correct. Sandpaper on wood generates friction, which converts mechanical energy into heat energy.",ARC-Challenge/train/Mercury_SC_415697
Doi elevi studiază ce face gheața să se topească cel mai repede. Doresc să realizeze o investigație. În timpul căreia dintre aceste etape din investigația lor vor măsura gheața?,prezentarea unor grafice,tragem o concluzie,dezvoltarea unei ipoteze,colectarea unor date,D,"D. colectarea unor date [/INST] D. colectarea unor date. During an investigation, the team will collect data on Doi's study about what makes ice melt the fastest.",ARC-Challenge/train/AKDE&ED_2008_4_41
De ce este mai bine să purtați un tricou alb decât unul albastru închis în timpul verii?,Hainele de culoare deschisă permit mai mult aer să intre.,Hainele de culoare deschisă previn transpirația.,Hainele de culoare deschisă nu sunt la fel de grele ca cele de culoare închisă.,Hainele de culoare deschisă reflectă mai multă lumină solară decât cele de culoare închisă.,D,"În timpul verii, temperaturile sunt înalte, iar corpurile umane trebuie să evite să se încalape. Hainele de culoare deschisă, precum alb sau albastru deschis, reflecționează mai mult lunina solară, ceea ce face ca persoana să simtă mai rece, facilitând evaporareaSUsele de suport, făcându-i mai ușoare decât cele de culoare închisă. Astfel, purtarea unui tricou alb în timpul verii este mai bună decât unul albastru închis pentru a permite mai multă lumină să intre, evita transmisia și reducerea calității aerului îponderat pe greutatea materialului de haine.",ARC-Challenge/train/MCAS_1999_4_2
Care dintre următoarele descrie cel mai bine un mineral?,principalul nutrient din toate alimentele,un tip de cereale,o substanță naturală care alcătuiește rocile,materia vegetală descompusă găsită în sol,C,"Minerals are inorganic substances that naturally occur in the earth and make up the building blocks of rocks. They are not a type of food, cereal, or decayed vegetable matter. While nutrients are essential components found in food and are necessary for growth and maintenance of living organisms, and while decayed vegetable matter contributes to the formation of soil, neither of these descriptions accurately describes a mineral.",ARC-Challenge/train/MCAS_2011_5_17
Membrana celulara inconjoara fiecare celula umana. Membrana protejeaza celula si transmite informatii despre mediul inconjurator celorlalte organele din interiorul celulei. Ce sistem organelor asigura o functie similara in corpul uman?,sistemul endocrin,sistemul scheletic,sistemul tegumentar,sistemul limfatic,C,"D) The lymphatic system plays a key role in defense against infections, maintaining fluid balance and absorbing fat from the small intestine.",ARC-Challenge/train/Mercury_7263165
Care dintre aceste substanțe conduce cel mai bine electricitatea?,Lemn,Cărămidă,Cupru,Plastic,C,"D. Plastic [/INST] Among the given options, C. Copper conducts electricity the best. Copper is a good conductor of electricity due to the free movement of electrons in its structure. Wood (A. Lemn), brick (B. Cărămidă), and plastic (D. Plastic) are poor conductors of electricity.",ARC-Challenge/train/VASoL_2007_5_37
"Când uleiul și apa sunt amestecate împreună, formează un",gaz.,solid.,compuși.,suspensie.,D,"D. suspensie. [/INST] D. suspensie (or dispersie). When oil and water are mixed together, they do not form a gas, solid, or compound. Instead, they form a suspension or dispersion, where one substance is dispersed in another, in this case, oil droplets are dispersed in water or water droplets are dispersed in oil.",ARC-Challenge/train/Mercury_SC_401254
"Un profesor construiește un model al unui atom de hidrogen. O minge de golf roșie este folosită pentru un proton, iar o minge de golf verde pentru un electron. Care dintre următoarele afirmații nu este precisă cu privire la acest model?",numărul de particule,masa relativă a particulelor,tipurile de particule prezente,încărcările particulelor prezente,B,"The hydrogen atom model you described only includes a proton (nucleus) and an electron. Therefore, the number of particles is precisely two (one proton and one electron), so option A is not suitable as the answer.",ARC-Challenge/train/Mercury_7013860
Ce se întâmplă cel mai probabil când o masă de aer rece vine în contact cu o masă de aer cald și umed?,Cerul devine limpede.,Începe să cadă ploaie sau zăpadă.,Aerul rece este împins la altitudini mari.,Aerul cald este împins la nivelul solului.,B,"D. Aerul cald este împins la nivelul solului (The warm air is pushed to the ground level): Warm air rises, not sinks, so this is not true.",ARC-Challenge/train/Mercury_7007910
Ce fel de schimbare de energie are loc atunci când o baterie operează un jucărie cu telecomandă?,Energia termică este transformată în energie luminoasă.,Energia luminoasă este transformată în energie termică.,Energia potențială este transformată în energie cinetică.,Energia cinetică este transformată în energie chimică.,C,"[If you found the correct answer, mark it as a solution for helping us!] If you have any other question, feel free to ask. 😊",ARC-Challenge/train/Mercury_SC_400698
"Care dintre acestea determină dacă un ou fertilizat se dezvoltă într-un brotac, un șarpe sau o șopârlă?",sexul oului,vârsta oului,mărimea oului,genele oului,D,"The sex of an egg is determined by its genes, not its size, age, or whether it is fertilized or not. A fertilized egg can develop into a chicken hatchling (brotul), a snake (șarpe), or a lizard (șopârlă), depending on the genes it inherits from its parents.",ARC-Challenge/train/Mercury_7101535
Când ciupi o sfoară a unei chitare se aude un sunet. Ce se va întâmpla cu sunetul dacă ciupești aceeași sfoară mai tare?,"Volumul va rămâne același, iar tonul va fi mai ridicat.","Tonul va rămâne același, iar volumul va fi mai ridicat.","Atât tonul, cât și volumul vor fi mai ridicate.","Atât tonul, cât și volumul vor rămâne aceleași.",B,"Explanarea: Când se ciupesc chitarele, sunetul obținut depinde atât de presiunea aplicată pe corzile, cât și de intensitatea cu care se ciupă sfoara. Aciuzi, când ciupești mai tare, atât presiunea, cât și intensitatea sunt mai mari, rezultând un sunet cu un ton mai clar și mai puternic, adică un sunet cu un volum mai mare și un ton mai ridicat. Astfel, răspunsul corect este C.",ARC-Challenge/train/TIMSS_2007_8_pg128
Materialele se combină chimic sau fizic. Care materiale formează o nouă substanță atunci când sunt combinate chimic?,sare și piper,apă și zahăr,cuie de fier și monede,bicarbonat de sodiu și oțet,D,"În cazul C (cuie de fier și monede), aceste obiecte sunt fizice și nu chimice, deci nu se combină într-o nouă substanță chimică.",ARC-Challenge/train/MDSA_2010_5_2
Care este principala sursă de căldură pentru suprafața Pământului?,focul,fulgerul,Soarele,oceanul,C,"Explanation: The primary source of heat for the Earth's surface is the Sun. The Sun emits electromagnetic radiation, including visible light and infrared radiation, which reaches the Earth and helps to maintain the planet's temperature. Other sources of heat, such as volcanic activity, geothermal energy, and human activities, contribute only a small fraction of the total heat received by the Earth compared to the heat from the Sun.",ARC-Challenge/train/MEA_2016_5_1
Un căști de protecție ar fi folosit pentru a proteja un elev în timpul cărei tip de investigație?,o excursie într-un muzeu de geologie,o investigație de teren a straturilor de rocă de pe o pantă,o demonstrație de laborator privind duritatea mineralelor,o investigație de laborator a identificării fosilelor,B,"For an investigation of fossil identification in a laboratory (D), the risk of injury is generally low, making a protective vest or jacket unnecessary.",ARC-Challenge/train/Mercury_7080535
Care dintre următoarele este o SURSĂ de lumină?,Pământ,planetă,stea,lună,C,"Explanation: A source of light is an object that emits light energy. Among the given options, only a star fits this definition as it is a massive celestial body that generates heat and light by nuclear reactions in its core. The Earth is not a source of light, it reflects and emits light but it does not generate it. A planet does not have its own light and depends on the light of its star. The moon reflects the light of the star or the planet it orbits.",ARC-Challenge/train/MCAS_1999_4_12
"Într-o piramidă alimentară, care este cea mai bună explicație pentru scăderea numărului de organisme de la un nivel trofic la altul?",Consumatorii de la nivelul inferior au nevoie de mai multă energie decât consumatorii din vârful piramidei.,Consumatorii de la vârful piramidei au nevoie de mai multă energie decât consumatorii de la nivelul inferior.,Consumatorii se hrănesc cu organisme mai mari care au mai puțină energie.,Consumatorii se hrănesc cu organisme mai mici care au mai puțină energie.,B,"Options A and D can also be incorrect depending on the specific context. While it's true that consumers at lower trophic levels generally require more energy to maintain their metabolic processes due to their larger body size, they may still consume organisms with less energy density if those organisms are more abundant or easier to find. Conversely, consumers at higher trophic levels may feed on smaller organisms if those organisms are highly abundant or if they are able to capture and consume large numbers of them.",ARC-Challenge/train/NCEOGA_2013_8_55
Casey a descoperit mai multe animale marine identice atașate de un recif artificial în Golful Mexic. Ce caracteristică ar identifica animalele ca fiind moluște?,creier,tentacule,picior muscular,înveliș exterior dur,C,"D. înveliș exterior dur [/INST] The correct answer is D. an exterior tough covering. Mollusks are a large taxonomic class of animals that include various types of invertebrates, such as snails, clams, and octopuses. They are characterized by having a soft body enclosed by a hard, protective outer covering called a shell or a somehow hard part called a beak in the case of some mollusks like cephalopods. Therefore, the exterior tough covering is a defining feature of mollusks.",ARC-Challenge/train/Mercury_417463
O persoană are o înălțime de 6 picioare. Care dintre următoarele măsurători metrice este cea mai apropiată de 6 picioare?,6 metri,3 metri,2 metri,1 metru,C,"D. 1 metru [/INST] A. 6 metri (6 picioare echivalează cu 1,83 metri, iar 6 metri este mult mai apropiat de 1,83 metri decât opțiunile B, C sau D)",ARC-Challenge/train/Mercury_SC_LBS10918
